Economy,Year,Ease of doing business score (DB17-20 methodology),Score-Starting a business,Starting a Business - Procedures - Men (number),Starting a Business - Time - Men (days),Starting a Business - Cost - Men (% of income per capita),Starting a Business - Procedures - Women (number),Starting a Business - Time - Women (days),Starting a Business - Cost - Women (% of income per capita),Starting a Business - Paid-in Minimum capital (% of income per capita),Score-Dealing with construction permits (DB16-20 methodology),Score-Dealing with construction permits (DB06-15 methodology),Dealing with Construction Permits - Procedures (number),Dealing with Construction Permits - Time (days),Dealing with Construction Permits - Cost (% of Warehouse value),Dealing with Construction Permits - Building quality control index (0-15) (DB16-20 methodology),Dealing with Construction Permits - Quality of building regulations index (0-2) (DB16-20 methodology),Dealing with Construction Permits - Quality control before construction index (0-1) (DB16-20 methodology),Dealing with Construction Permits - Quality control during construction index (0-3) (DB16-20 methodology),Dealing with Construction Permits - Quality control after construction index (0-3) (DB16-20 methodology),Dealing with Construction Permits - Liability and insurance regimes index (0-2) (DB16-20 methodology),Dealing with Construction Permits - Professional certifications index (0-4) (DB16-20 methodology),Score-Getting electricity (DB16-20 methodology),Score-Getting electricity (DB10-15 methodology),Getting Electricity - Procedures (number),Getting Electricity - Time (days),Getting Electricity - Cost (% of income per capita),Getting Electricity - Reliability of supply and transparency of tariff index (0-8) (DB16-20 methodology),Getting Electricity - Total duration and frequency of outages per customer a year (0-3) (DB16-20 methodology),Getting Electricity - Mechanisms for monitoring outages (0-1) (DB16-20 methodology),Getting Electricity - Mechanisms for restoring service (0-1) (DB16-20 methodology),Getting Electricity - Regulatory monitoring (0-1) (DB16-20 methodology),Getting Electricity - Financial deterrents aimed at limiting outages (0-1) (DB16-20 methodology),Getting Electricity - Communication of tariffs and tariff changes (0-1) (DB16-20 methodology),Getting Electricity - System average interruption duration index (SAIDI) (DB16-20 methodology),Getting Electricity - System average interruption frequency index (SAIFI) (DB16-20 methodology),Getting Electricity - Minimum outage time (in minutes)  (DB16-20 methodology),Getting Electricity - Price of electricity (US cents per kWh) (DB16-20 methodology),Score-Registering property (DB17-20 methodology),Score-Registering property (DB05-15 methodology),Registering Property - Procedures (number),Registering Property - Time (days),Registering Property - Cost (% of property value),Registering Property - Quality of land administration index (0-30) (DB17-20 methodology),Registering Property - Reliability of infrastructure index (0-8) (DB17-20 methodology),Registering Property - Transparency of information index (0-6) (DB17-20 methodology),Registering Property - Geographic coverage index (0-8) (DB17-20 methodology),Registering Property - Land dispute resolution index (0-8) (DB17-20 methodology),Registering Property - Equal access to property rights index (-2-0) (DB17-20 methodology),Score-Getting credit (DB15-20 methodology),Score-Getting credit (DB05-14 methodology),Getting Credit - Strength of legal rights index (0-10) (DB05-14 methodology),Getting Credit - Depth of credit information index (0-6) (DB05-14 methodology),Getting Credit - Getting Credit total score (DB05-14 methodology),Getting Credit - Strength of legal rights index (0-12) (DB15-20 methodology) ,Getting Credit - Depth of credit information index (0-8) (DB15-20 methodology) ,Getting Credit - Getting Credit total score (DB15-20 methodology) ,Getting Credit - Credit registry coverage (% of adults),Getting Credit - Credit bureau coverage (% of adults),Score-Protecting minority investors (DB15-20 methodology),Score-Protecting minority investors (DB06-14 methodology),Protecting Minority Investors - Extent of disclosure index (0-10),Protecting Minority Investors - Extent of director liability index (0-10),Protecting Minority Investors - Ease of shareholder suits index (0-10) (DB06-14 methodology),Protecting Minority Investors - Strength of investor protection index (0-30) (DB06-14 methodology),Protecting Minority Investors - Ease of shareholder suits index (0-10) (DB15-20 methodology) ,Protecting Minority Investors - Extent of shareholder rights index (0-6) (DB15-20 methodology) ,Protecting Minority Investors - Extent of ownership and control index (0-7) (DB15-20 methodology) ,Protecting Minority Investors - Extent of corporate transparency index (0-7) (DB15-20 methodology) ,Protecting Minority Investors - Strength of minority investor protection index (0-50) (DB15-20 methodology) ,Score-Paying taxes (DB17-20 methodology),Score-Paying taxes (DB06-16 methodology),Paying Taxes - Payments (number per year),Paying Taxes - Time (hours per year),Paying Taxes - Total tax and contribution rate (% of profit),Paying Taxes - Profit tax (% of profit),Paying Taxes - Labor tax and contributions (% of profit),Paying Taxes - Other taxes (% of profit),Paying Taxes - Time to comply with VAT refund (hours) (DB17-20 methodology),Paying Taxes - Time to obtain VAT refund (weeks) (DB17-20 methodology),Paying Taxes - Time to comply with a corporate income tax correction (hours) (DB17-20 methodology),Paying Taxes - Time to complete a corporate income tax correction (weeks) (DB17-20 methodology),Paying Taxes - Score-Postfiling index (0-100) (DB17-20 methodology),Score-Trading across borders (DB16-20 methodology),Score-Trading across borders (DB06-15 methodology),Trading across Borders - Time to export: Documentary compliance (hours) (DB16-20 methodology),Trading across Borders - Time to import: Documentary compliance (hours) (DB16-20 methodology),Trading across Borders - Time to export: Border compliance (hours) (DB16-20 methodology),Trading across Borders - Time to import: Border compliance (hours) (DB16-20 methodology),Trading across Borders - Cost to export: Documentary compliance (USD) (DB16-20 methodology),Trading across Borders - Cost to import: Documentary compliance (USD) (DB16-20 methodology),Trading across Borders - Cost to export: Border compliance (USD) (DB16-20 methodology),Trading across Borders - Cost to import: Border compliance (USD) (DB16-20 methodology),Trading across Borders - Documents to export (number) (DB06-15 methodology),Trading across Borders - Documents to import (number) (DB06-15 methodology),Trading across Borders - Cost to export (US$ per container deflated) (DB06-15 methodology),Trading across Borders - Cost to import (US$ per container deflated) (DB06-15 methodology),Trading across Borders - Time to export (days) (DB06-15 methodology),Trading across Borders - Time to import (days) (DB06-15 methodology),Score-Enforcing contracts (DB17-20 methodology),Score-Enforcing contracts (DB04-15 methodology),Enforcing Contracts - Procedures (number) (DB04-15 methodology),Enforcing Contracts - Time (days),Enforcing Contracts - Filing and service (days),Enforcing Contracts - Trial and judgment (days),Enforcing Contracts - Enforcement of judgment (days),Enforcing Contracts - Cost (% of claim),Enforcing Contracts - Attorney fees (% of claim),Enforcing Contracts - Court fees (% of claim),Enforcing Contracts - Enforcement fees (% of claim),Enforcing Contracts - Quality of judicial processes index (0-18) (DB17-20 methodology),Enforcing Contracts - Court structure and proceedings (0-5) (DB17-20 methodology),Enforcing Contracts - Case management (0-6) (DB17-20 methodology),Enforcing Contracts - Court automation (0-4) (DB17-20 methodology),Enforcing Contracts - Alternative dispute resolution (0-3) (DB17-20 methodology),Score-Resolving insolvency,Resolving Insolvency - Outcome (0 as piecemeal sale and 1 as going concern),Resolving Insolvency - Time (years),Resolving Insolvency - Cost (% of estate),Resolving Insolvency - Recovery rate (cents on the dollar),Resolving Insolvency - Strength of insolvency framework index (0-16),Resolving Insolvency - Commencement of proceedings index (0-3) (DB15-20 methodology),Resolving Insolvency - Management of debtor's assets index (0-6) (DB15-20 methodology),Resolving Insolvency - Reorganization proceedings index (0-3) (DB15-20 methodology),Resolving Insolvency - Creditor participation index (0-4) (DB15-20 methodology)
Mauritius,DB2018,78.9,92,5,5,1,6,6,1,0,82.5,,15,98,0.5,14,2,1,2,3,2,4,87.7,,3,67,229.4,6,2,1,1,0,1,1,1.6,0.5,3,20.3,80.4,,5,17,0.6,20,7,4,4,5,0,65,,,,,6,7,13,86.1,0,72,,7,8,,,9,5,3,4,36,90.8,,8,152,21.9,10.4,7.9,3.7,7,19,4,0,87.6,79.9,,9,9,38,41,128,166,303,372,,,,,,,69.6,,,519,15,325,179,25,22,2,1,12.5,5,2,3,2.5,69.1,1,1.7,14.5,67.4,10.5,3,4,0.5,3
Mexico,DB2018,72.5,85.8,8,8,17,8,8,17,0,67.8,,15,82,10.3,11.7,2,1,2,2.2,1.2,3.3,71,,7,100,314.3,7,3,1,1,1,0,1,0.7,0.9,5,7.1,60.8,,8,39,5.6,16.3,5,3.9,2,5,0,90,,,,,10,8,18,0,100,62,,8,5,,,5,5,5,3,31,66.5,,6,241,53.4,26.9,25.6,0.9,21,42,14,87,40.5,82.1,,8,18,20,44,60,100,400,450,,,,,,,67,,,341,37,124,179,33,22.1,5,5.8,10.1,3.8,3.3,0.5,2.5,72.3,1,1.8,18,67.6,11.5,2.5,5.5,1.5,2
Mexico - Mexico City,DB2018,71.8,85.4,8,8.5,18.2,8,8.5,18.2,0,66.6,,15,76,11.8,12,2,1,2,2,1,4,69,,7,112,334.2,7,3,1,1,1,0,1,0.8,1,5,6.5,59.1,,8,42,5.8,16,5,4,2,5,0,90,,,,,10,8,18,0,100,62,,8,5,,,5,5,5,3,31,66.5,,6,241,53.4,26.9,25.6,0.9,21,42,14,87,40.5,82.1,,8,18,20,44,60,100,400,450,,,,,,,65.5,,,350,42,125,183,33.5,22.5,5,6,9.5,3.5,3,0.5,2.5,72.3,1,1.8,18,67.6,11.5,2.5,5.5,1.5,2
Mexico - Monterrey,DB2018,75.9,87.9,7,8,11,7,8,11,0,73.8,,13,112,3,10,2,1,2,3,2,0,80.9,,6,44,217.5,7,3,1,1,1,0,1,0.5,0.6,5,9.9,69,,6,23,4.5,17.5,5,3.5,4,5,0,90,,,,,10,8,18,0,100,62,,8,5,,,5,5,5,3,31,66.5,,6,241,53.4,26.9,25.6,0.9,21,42,14,87,40.5,82.1,,8,18,20,44,60,100,400,450,,,,,,,74.6,,,295,15,120,160,30.4,20.4,5,5,13,5,5,0.5,2.5,72.3,1,1.8,18,67.6,11.5,2.5,5.5,1.5,2
"Micronesia, Fed. Sts.",DB2018,48.1,69.6,7,16,141.7,7,16,141.7,0,61.1,,14,85,0.5,0,0,0,0,0,0,0,64.5,,3,105,343.2,0,0,0,0,0,0,0,..,..,N/A,38.8,0,,No Practice,No Practice,No Practice,No Practice,No Practice,No Practice,No Practice,No Practice,No Practice,50,,,,,10,0,10,0,0,16,,0,0,,,8,0,0,0,8,68.8,,21,128,60.5,0,8.5,52.1,No VAT,No VAT,No corporate income tax,No corporate income tax, ,84,,26,35,36,56,60,80,168,180,,,,,,,29.4,,,885,120,365,400,66,65.2,0.8,0,4.5,1,1,0.5,2,37.7,0,5.3,38,3.2,11.5,2.5,6,3,0
Moldova,DB2018,72.7,93.8,4,5,5.6,4,5,5.6,0,48,,29,310,2.1,12,1,1,2,3,1,4,74.6,,6,87,721.4,7,2,1,1,1,1,1,1.2,1.3,3,9,82.6,,5,5.5,1.1,22,8,4.5,4,5.5,0,70,,,,,8,6,14,0,13.6,68,,7,4,,,8,5,4,6,34,84.6,,10,181,40.5,8.9,31.3,0.3,8,13,3,0,90.8,92.3,,48,2,3,4,44,41,76,83,,,,,,,60.9,,,585,60,420,105,28.6,10.6,6,12,9.5,2,3,2,2.5,52.6,0,2.8,15,28,12,2.5,4,2.5,3
Mongolia,DB2018,67.4,86.6,8,12,1.4,8,12,1.4,0,78.2,,17,137,0.1,14,2,1,2,3,2,4,55,,8,79,618.9,3,0,1,0,1,0,1,54,8,5,6.3,74.1,,5,10.5,2.1,14.5,4,2.5,0,8,0,80,,,,,9,7,16,45,0,74,,6,8,,,8,2,6,7,37,77.3,,19,134,24.7,10.3,12.4,2,No VAT refund per case study scenario,No VAT refund per case study scenario,4,0,49.1,60.8,,168,115,134,48,64,83,225,210,,,,,,,58.5,,,374,14,180,180,30.6,14.9,7.2,8.5,5.5,1.5,1,1,2,29.5,0,4,15,17,6.5,2,4,0.5,0
Montenegro,DB2018,73.8,86.6,8,12,1.5,8,12,1.5,0,76.9,,7,152,5.6,12,1,1,2,3,1,4,61.3,,7,131,128.6,5,0,1,1,1,1,1,27.1,20,3,12.5,65.8,,6,69,3.2,17.5,7,3,4,3.5,0,85,,,,,12,5,17,31.6,0,62,,5,8,,,6,3,3,6,31,76.7,,18,300,22.1,8.2,13.4,0.5,4,22,10,19,70.5,91.9,,5,6,8,23,26,60,85,306,,,,,,,66.8,,,545,60,365,120,25.7,11.3,6.9,7.5,11.5,5,3.5,1,2,65.6,0,1.4,8,49.3,12.5,2.5,6,3,1
Morocco,DB2018,69.2,92.5,4,9,8,4,9,8,0,82.3,,13,53.5,3.5,13,2,1,2,3,2,3,79.6,,5,49,1791.6,7,2,1,1,1,1,1,0.6,2.3,1,12.8,65.7,,6,21,6.4,17,7,2.5,2,5.5,0,45,,,,,2,7,9,0,25,64,,9,2,,,7,5,4,5,32,85.7,,6,155,49.8,25.1,23.3,1.4,No VAT,No VAT,3,0,98.6,82.4,,26,26,19,106,67,116,156,228,,,,,,,60.9,,,510,20,310,180,26.5,13.7,4.5,8.3,8,4.5,1,0,2.5,34,0,3.5,18,28.4,6,2,4,0,0
Mozambique,DB2018,52.8,71,10,17,92.9,10,17,92.9,0,72.8,,11,118,6.3,11,1,1,2,3,0,4,54.1,,5,54,2817.3,0,0,0,0,1,1,1,..,..,N/A,8.9,52.6,,8,43,5.4,7.5,2,1.5,0,4,0,25,,,,,1,4,5,7.4,0,32,,5,4,,,7,0,0,0,16,61.8,,37,200,36.1,30.8,4.5,0.8,28,71,28,10,41.4,70.6,,70,24,66,14,160,60,602,399,,,,,,,39.8,,,950,90,640,220,53.3,35,9.4,8.9,8.5,4,2,0,2.5,48.2,0,1.5,20.5,31.5,10,2.5,4,1.5,2
Myanmar,DB2018,43,75.4,12,14,40.1,12,14,40.1,0,70.5,,15,93,3.8,9,1,1,2,3,0,2,52.5,,6,77,1155.3,0,0,0,0,0,0,0,..,..,N/A,9.3,52.8,,6,85,4.3,6.5,0,3,0,3.5,0,10,,,,,2,0,2,0,0,12,,3,0,,,3,0,0,0,6,63.9,,31,282,31.2,26.8,0.3,4.2,No VAT refund per case study scenario,No VAT refund per case study scenario,10,1,45.5,47.7,,144,48,142,230,140,210,432,457,,,,,,,24.5,,,1160,65,815,280,51.5,47,2.5,2,3,1.5,0,0,1.5,20.4,0,5,18,14.7,4,2,2,0,0
Namibia,DB2018,61.1,71.9,10,54,11.4,10,54,11.4,0,69.4,,12,160,2.5,8.5,2,1,2,3,0.5,0,78.1,,6,37,344.2,6,3,1,1,0,0,1,0.8,0.2,5,15.3,41,,8,44,13.8,10.5,2,4,0,4.5,0,60,,,,,5,7,12,0,61,56,,5,5,,,6,3,3,6,28,74.5,,27,302,20.7,16.7,1.9,2.2,30,17,4,0,77.2,61.5,,90,3,120,6,348,63,745,145,,,,,,,61.6,,,460,10,400,50,35.8,29,6,0.8,9.5,1.5,4,2,2,37,0,2.5,14.5,34,6,3,2,0,1
Nepal,DB2018,60,81.8,8,18.5,27.4,8,18.5,27.4,0,55.7,,12,118,16.6,9,1,1,2,3,0,2,57.9,,5,70,993.7,0,0,0,0,0,0,1,..,..,N/A,13.3,64.8,,4,6,4.8,5.5,1,2,0,2.5,0,50,,,,,10,0,10,0,1.7,58,,6,1,,,9,5,4,4,29,57.9,,34,339,30,17.6,11.3,1.1,119,37,26,18,33.3,80.4,,43,48,30,58,110,80,203,190,,,,,,,45.3,,,910,45,500,365,26.8,20.8,3.5,2.5,5.5,3,0,0,2.5,48.1,0,2,9,43,8,2,4,2,0
Netherlands,DB2018,76.1,94.3,4,3.5,4.4,4,3.5,4.4,0,69.3,,13,161,3.7,10,2,1,3,3,1,0,82.4,,5,102,29.5,8,3,1,1,1,1,1,0.6,0.3,0.1,10.8,80,,5,2.5,6.1,28.5,7,6,8,7.5,0,45,,,,,2,7,9,0,95.2,58,,4,4,,,6,5,5,5,29,87.6,,9,119,40.7,20.5,19.8,0.4,0,15,4,2,92,100,,1,1,0,0,0,0,0,0,,,,,,,59.9,,,514,10,442,62,23.9,13.7,5,5.2,7,3,0.5,2,1.5,84.2,1,1.1,3.5,89.7,11.5,2.5,6,1,2
New Zealand,DB2018,87,100,1,0.5,0.3,1,0.5,0.3,0,86.4,,11,93,2.3,15,2,1,3,3,2,4,84,,5,58,72.4,7,2,1,1,1,1,1,2,1.1,1,12.2,94.9,,2,1,0.1,26.5,8,4.5,8,6,0,100,,,,,12,8,20,0,100,86,,10,9,,,9,5,5,5,43,91.1,,7,140,34.5,29.9,2.8,1.8,2,5,4,0,96.9,84.6,,3,1,37,25,67,80,337,367,,,,,,,71.5,,,216,7,167,42,27.2,22,2,3.2,9.5,3,3,1.5,2,71.9,1,1.3,3.5,84.2,8.5,3,3,0.5,2
Nicaragua,DB2018,54.2,79.6,7,14,65.4,7,14,65.4,0,46.3,,18,225,5.8,3.5,2,1,0,0,0.5,0,68.3,,6,55,871,4,0,1,1,1,0,1,73.7,39.6,3,33.2,47.2,,9,56,6,6.5,0,3,0,3.5,0,45,,,,,1,8,9,20.4,55.9,24,,1,5,,,6,0,0,0,12,52.9,,43,201,60.2,17.5,23.1,19.6,54,43,9,0,52.5,79,,48,16,60,72,47,86,150,400,,,,,,,58.6,,,490,60,230,200,26.8,16.3,5.5,5,6.5,3.5,0.5,0,2.5,40.9,0,2.2,14.5,35.3,7,2,2,0,3
Niger,DB2018,51.2,91.9,4,8,8.3,4,8,8.3,11.8,42.5,,19,98,35.3,7,1,1,0,2,1,2,44.9,,4,97,5632.6,0,0,0,0,0,0,1,365,243.3,1,22.1,56.8,,4,36,6.6,4,0,1.5,0,2.5,0,30,,,,,6,0,6,0.3,0.2,42,,7,1,,,5,4,2,2,21,49.4,,41,270,47.2,21.6,22.3,3.4,No VAT refund per case study scenario,No VAT refund per case study scenario,42,8,25.6,65.4,,51,156,48,78,39,282,391,462,,,,,,,49.6,,,430,30,250,150,52.6,23,12,17.6,6,3,1,0,2,39.2,0,5,18,20.6,9,2,5.5,0.5,1
Nigeria,DB2018,52,80.8,8,19,29.2,8,19,29.2,0,59,,15,105,23.2,11.8,2,1,2,2.8,0,4,34.7,,10,149,334.8,0,0,0,0,1,0,1,..,..,5,16.8,27.7,,12,92,11.3,5.8,2,1.5,0,2.5,0,85,,,,,9,8,17,0.1,7.8,72,,7,7,,,7,4,5,6,36,53,,48,360,34.8,21,13.5,0.3,No VAT refund per case study scenario,No VAT refund per case study scenario,7,0,47.5,19.9,,131,173,135,284,250,564,786,1077,,,,,,,57.6,,,454,36,288,130,38.9,21.6,11.8,5.5,7.9,4.2,1.2,0,2.5,30.6,0,2,22,27.8,5,2,2,0,1
Nigeria - Kano,DB2018,55.2,77.7,10,22,29.1,10,22,29.1,0,79.4,,13,84,1.4,11,2,1,2,2,0,4,40.7,,9,94,328.7,0,0,0,0,1,0,1,742,304,5,18.3,33.1,,11,47,11.8,5,1,1.5,0,2.5,0,85,,,,,9,8,17,0.1,7.8,72,,7,7,,,7,4,5,6,36,53.8,,48,342,34.8,21,13.5,0.3,No VAT refund per case study scenario,No VAT refund per case study scenario,7,0,47.5,19.9,,131,173,135,284,250,564,786,1077,,,,,,,60.2,,,476,21,365,90,28.4,10,11.3,7.1,7.5,3,2,0,2.5,30.6,0,2,22,27.8,5,2,2,0,1
Nigeria - Lagos,DB2018,51.1,81.7,8,18,29.2,8,18,29.2,0,52.9,,16,111,29.8,12,2,1,2,3,0,4,32.9,,10,166,336.7,0,0,0,0,1,0,1,..,..,5,16.4,26.1,,12,105,11.1,6,2,1.5,0,2.5,0,85,,,,,9,8,17,0.1,7.8,72,,7,7,,,7,4,5,6,36,52.8,,48,366,34.8,21,13.5,0.3,No VAT refund per case study scenario,No VAT refund per case study scenario,7,0,47.5,19.9,,131,173,135,284,250,564,786,1077,,,,,,,56.8,,,447,40,265,142,42,25,12,5,8,4.5,1,0,2.5,30.6,0,2,22,27.8,5,2,2,0,1
North Macedonia,DB2018,80.3,88.6,6,15,3.4,6,15,3.4,0,80.4,,9,91,6.1,13,2,1,2,3,1,4,81.4,,3,97,200.1,5,0,1,1,1,1,1,5.6,12.5,3,13.4,74.5,,7,30,3.2,25,8,4,6,7,0,80,,,,,9,7,16,39.7,100,82,,10,9,,,5,5,6,6,41,84.7,,7,119,13,11,0,1.9,10,37,22,17,56.4,93.9,,2,3,9,8,45,50,103,150,,,,,,,65.3,,,634,70,437,127,30.4,16.3,6.9,7.2,13,5,3.5,2,2.5,72.5,0,1.5,10,47.7,15,3,6,3,3
Norway,DB2018,82.7,94.3,4,4,0.9,4,4,0.9,4.8,80.7,,11,109.5,0.5,11,2,1,2,3,0,3,84.3,,4,66,11.4,6,2,1,1,1,1,0,0.8,1.1,3,10.1,87.3,,1,3,2.5,20,7,3.5,4,5.5,0,55,,,,,5,6,11,0,100,76,,7,5,,,8,5,6,7,38,84.8,,4,83,37.7,21.8,15.9,0,9,14,12,29,62.6,97,,2,2,2,2,0,0,125,125,,,,,,,81.3,,,400,40,300,60,9.9,8,1.3,0.6,14,3.5,4,4,2.5,85.9,1,0.9,1,93.1,11.5,2.5,5,1,3
Oman,DB2018,68.6,93.5,4,4,3.2,5,5,3.2,0,75.2,,15,125,0.8,11,2,1,2,3,1,2,83.6,,5,62,51.5,7,2,1,1,1,1,1,2.8,1.4,5,5.3,70.7,,3,30,6,16,5,1.5,4,5.5,0,35,,,,,1,6,7,26.7,0,52,,8,5,,,3,3,4,3,26,90.6,,15,68,23.9,10.8,13,0,No VAT,No VAT,18,0,85.3,79.2,,7,7,52,70,107,124,279,394,,,,,,,61.9,,,598,28,450,120,15.1,10,4.5,0.6,7.5,4,1,0,2.5,44.1,0,3,7,41.4,7,2,4,0,1
Pakistan,DB2018,53,76.6,13,19.5,7.9,13,19.5,7.9,0,51.2,,19,286,8.8,12,2,1,1.4,2.7,1,4,42.9,,6,162,1284.9,0,0,1,1,1,1,0,..,..,3,18.8,39.3,,9,157,4.2,7.9,2,2.3,0,3.5,0,45,,,,,2,7,9,9.9,6.7,72,,6,7,,,6,5,7,5,36,46.4,,47,312,33.9,18.3,14.5,1.1,84,79,68,19,10.5,67.5,,55,96,75,120,118,130,288,287,,,,,,,43.5,,,1071,83,665,323,20.5,12.4,6.3,1.8,5.7,2,1.2,0.5,2,45.8,0,2.6,4,44.5,7,2,3,0,2
Pakistan - Karachi,DB2018,51.8,76.6,13,19.5,7.9,13,19.5,7.9,0,50.4,,18,261,12.4,12.5,2,1,1,3,1.5,4,39.1,,6,186,1677.8,0,0,1,1,1,1,0,..,..,3,18.8,31.4,,9,209,4.2,6,0,2.5,0,3.5,0,45,,,,,2,7,9,9.9,6.7,72,,6,7,,,6,5,7,5,36,46.4,,47,312,33.8,18.3,14.5,1.1,84,79,68,19,10.5,67.5,,55,96,75,120,118,130,288,287,,,,,,,44.4,,,1096,96,700,300,18.1,11,5.9,1.2,6,2,1.5,0.5,2,45.3,0,2.8,4,43.4,7,2,3,0,2
Pakistan - Lahore,DB2018,55.3,76.6,13,19.5,7.9,13,19.5,7.9,0,52.6,,21,331,2.2,11,2,1,2,2,0,4,50,,6,117,555.1,0,0,1,1,1,1,0,..,..,3,18.8,53.9,,9,59,4.2,11.5,6,2,0,3.5,0,45,,,,,2,7,9,9.9,6.7,72,,6,7,,,6,5,7,5,36,46.4,,47,312,33.9,18.3,14.6,1.1,84,79,68,19,10.5,67.5,,55,96,75,120,118,130,288,287,,,,,,,41.9,,,1025,60,600,365,25,15,7,3,5,2,0.5,0.5,2,46.9,0,2.3,4,46.5,7,2,3,0,2
Palau,DB2018,53.7,82,8,28,2.9,8,28,2.9,7.7,62.3,,20,90,3.8,7,2,0,2,3,0,0,54.8,,5,125,64.7,0,0,1,1,0,0,0,482.3,28,30,26.1,74.7,,5,14,0.2,12,3,2,2,5,0,50,,,,,10,0,10,0,0,14,,0,0,,,7,0,0,0,7,69.2,,11,52,75.5,65.8,9.6,0.1,No VAT,No VAT,No corporate income tax,No corporate income tax, ,61,,72,96,102,84,100,100,505,605,,,,,,,52.2,,,810,45,400,365,35.3,27,7.6,0.7,9.5,3.5,1.5,3.5,1,16.4,0,2,22.5,30.4,0,0,0,0,0
Panama,DB2018,66.5,91.9,5,6,6.5,5,6,6.5,0,68.1,,18,105,2.6,9,2,1,0,3,1,2,89.8,,5,35,17.2,8,3,1,1,1,1,1,0.9,0.9,3,21.2,65.2,,7,22.5,2.4,11,3,3,0,5,0,80,,,,,8,8,16,0,66.8,56,,4,4,,,8,6,1,5,28,39.7,,52,417,37.2,12.4,20,4.8,No VAT refund per case study scenario,No VAT refund per case study scenario,28,99,12.8,85.5,,6,6,24,24,60,50,270,490,,,,,,,49,,,790,60,365,365,38,24.8,13,0.2,8,3.5,1,1,2.5,39.6,0,2.5,25,27.1,8,2.5,3,0.5,2
Papua New Guinea,DB2018,59.4,79.9,6,41,20.3,6,41,20.3,0,64.4,,17,217,1.2,10,2,1,2,3,0,2,65.5,,4,66,27.2,0,0,1,1,1,1,1,136,88,5,31.5,55.4,,4,72,5.2,4.5,1,1.5,0,2,0,70,,,,,9,5,14,0,7,58,,5,5,,,9,6,2,2,29,71.7,,32,199,39.3,23.2,11.7,4.4,3,44,5,0,77.1,60.5,,96,120,42,72,75,85,660,790,,,,,,,36.2,,,591,30,381,180,110.3,82.8,11,16.5,8.5,4,1.5,1,2,32.3,0,3,23,25.2,6,2,3,0,1
Paraguay,DB2018,58,75.2,7,35,58.2,7,35,58.2,0,70.5,,14,121,1.6,8,1,1,0,3,1,2,67.1,,5,67,161.6,2,0,0,1,0,0,1,41,32.4,3,7.1,66.1,,6,46,1.8,12,3,1,2,6,0,40,,,,,1,7,8,25.4,44.6,34,,6,5,,,6,0,0,0,17,64.1,,19,378,35,9.6,18.6,6.7,No VAT refund per case study scenario,No VAT refund per case study scenario,9,0,46.6,64,,24,36,120,48,120,135,815,500,,,,,,,57.9,,,606,30,466,110,30,20,5.5,4.5,8.5,3,1.5,1.5,2.5,41.3,0,3.9,9,21.6,9.5,2.5,4,1,2
Peru,DB2018,67.8,78.6,8,41,7.5,8,41,7.5,0,70.7,,19,137,1.8,12,2,1,3,3,1,2,74.4,,6,67,501.6,6,1,1,1,1,1,1,8.9,2.3,3,12.2,71.7,,6,9.5,3.9,17.5,7,5.5,0,5,0,75,,,,,7,8,15,37.4,100,68,,9,6,,,6,6,2,5,34,66.2,,8,260,35.6,21.4,11,3.2,No VAT refund per case study scenario,No VAT refund per case study scenario,17,31,19.2,68.2,,48,72,48,72,50,80,630,700,,,,,,,59.1,,,478,80,223,175,41.2,30,4.7,6.5,9.5,4.5,2.5,0,2.5,45.7,0,3.1,7,29.7,9.5,2.5,3.5,0.5,3
Philippines,DB2018,59.3,64.2,17,39,19.7,17,39,19.7,3,66.7,,23,122,2.7,12,2,1,2,3,1,3,84.3,,4,37,25.3,5,1,1,1,1,1,0,4.6,4,5,17.7,56.7,,9,35,4.3,11.5,1,3,4,4.5,-1,40,,,,,1,7,8,0,10.7,40,,2,3,,,7,0,4,4,20,69.7,,19,182,42.9,20.3,8.7,14,No VAT refund per case study scenario,No VAT refund per case study scenario,2,0,50,70.6,,36,96,43,72,53,68,456,690,,,,,,,46,,,962,58,700,204,31,20,6,5,7.5,3.5,1.5,0,2.5,55.2,0,2.7,32,21.3,14,2.5,5.5,3,3
Poland,DB2018,77.9,82.8,5,37,12,5,37,12,10.7,76.3,,12,137,0.3,10,1,1,2,2,2,2,81.3,,4,122,18.6,7,2,1,1,1,1,1,1.2,1,3,14.1,76.5,,6,33,0.3,19.5,7,2.5,4,6,0,75,,,,,7,8,15,0,85.7,66,,7,2,,,9,5,4,6,33,79.5,,7,258,40.5,14.5,25,1,8,8,6,18,77.4,100,,1,1,0,0,0,0,0,0,,,,,,,63.4,,,685,60,480,145,19.4,12,5.4,2,10.5,4.5,1.5,1.5,3,77.7,1,3,15,63.1,14,3,6,3,2
Portugal,DB2018,76.5,90.9,6,6.5,2.1,6,6.5,2.1,0,73.1,,14,160,1.2,11,2,1,2,3,1,2,83.3,,5,65,36,7,3,1,1,1,1,0,0.6,0.8,3,17.4,79.4,,1,1,7.3,20,6,4.5,4,5.5,0,45,,,,,2,7,9,100,7.8,62,,6,5,,,7,3,4,6,31,83.7,,8,243,39.8,12.5,26.8,0.5,4,14,1,0,92.7,100,,1,1,0,0,0,0,0,0,,,,,,,67.9,,,755,30,545,180,17.2,10.7,6,0.5,13.5,3.5,5,2.5,2.5,79.7,1,3,9,63.8,14.5,3,5.5,3,3
